N Surplus,Commercial N (CN),Manure N (MN),Fixed N (FN),Grain N (GN)
12.089203452541483,102.54759467758444,8.645131473899692,97.82900834896385,196.9325310479065
6.746281849285509,104.99599399098648,9.376745096394592,78.16451276531139,185.79097000340695
14.770683538600792,103.02898550724638,9.931465224637682,96.195779731584,194.38554692486724
5.203603297695878,102.21739130434783,10.81686283695652,80.23603353710342,188.0666843807119
14.594966790729359,102.25373134328358,12.051581656716419,94.77084154611235,194.481187755383
13.442479901694725,105.50731707317073,12.71046448170732,85.21719928144515,189.99250093462845
11.610872195811083,102.02689486552568,12.079852712713933,90.51470814549928,193.01058352792782
-0.9643804731209684,105.07766990291262,11.335022042475726,65.36597768158171,182.743050100091
9.946741968800325,106.1094890510949,10.70413236861314,82.33076198220509,189.1976414331128
8.840025403710655,102.02189781021897,10.04566356569343,87.22501949873873,190.4525554709405
10.71817609874526,111.32289156626506,9.296715777108433,80.06896981942192,189.97040106405015
7.966011073876331,100.2,8.439666219047618,88.84560990351737,189.51926504868865
-4.028145453287635,108.67307692307692,7.767265808894231,64.49350498646083,184.96199317171963
7.5036228601776145,102.41686746987952,7.030615279518073,86.5368208488229,188.48068073804288
17.425160706419035,104.31322505800465,6.042292588167053,104.99842634515704,197.9287832849097
19.991752032924524,102.75406032482599,5.314967215777262,116.22803171228844,204.30530721996718
8.443156700991466,104.48387096774194,5.585162271889401,95.44006402683978,197.06594056547965
3.5718835046673973,102.36426914153132,5.9331090069605565,88.21548332346637,192.94097796729085
-2.4950313992366375,103.11441647597255,6.156474915331807,72.00965462568831,183.7755774162293
-5.022838190465052,104.02702702702703,6.359434896396396,67.55127436831373,182.96057448220222
12.65189034700279,100.23287671232876,6.750681849315068,106.33376683421095,200.66543504885198
8.463822736092737,101.78139534883721,7.186065595348838,95.29820735007308,195.80184555816638
11.25912432166814,104.94366197183099,7.566238877934272,94.76372401409654,196.01450054219367
14.863605675499372,101.22047244094489,13.36526535433071,96.40109710849192,196.12322922826817
13.31754847241487,106.55371900826447,11.537633357438017,86.6038081187037,191.37761201199132
14.512194240555289,101.69421487603306,10.450061508264461,99.31031725696596,196.94239940070818
4.433129356188658,103.70967741935483,9.1359778125,80.14807035139249,188.56059622705868
9.689698970194684,99.62295081967213,8.207090614754097,96.90767789690585,195.0480203611374
10.526063028381799,105.704,6.95735089,91.76128629555495,193.89657415717315
7.0521623851588515,101.0,7.415100941532257,93.83170922758666,195.19464778396008
-7.3375486004999,102.98425196850394,7.6320958444881875,63.88826285284961,181.84215926634164
7.811267545634337,104.30708661417323,8.024250612204725,86.35740991190772,190.87747959265135
10.875998169668037,103.98814229249012,8.449671804347826,93.08162897661062,194.64344490378053
4.8112836076035705,110.1875,8.739743271484375,73.0074447378402,187.12340440172102
9.604729562226993,102.17027863777089,9.451621052631578,85.65843883374392,187.67560896191938
-3.564683059061622,106.93308550185874,9.840979488847584,63.929380415511176,184.26812846527912
12.27018783219404,104.70588235294117,10.485838547794117,87.61162134409102,190.53315441263226
25.611881107245807,104.10227272727273,10.856081986860795,111.74458386330774,201.09105747019547
26.040039487539644,104.26501766784452,11.526492190812721,111.77052868467412,201.52199905579172
10.406794430830274,103.55601659751038,11.489977662517289,90.28305079769827,194.92225062689565
9.482682314091647,104.17525773195877,11.628198591065292,86.84602718423267,193.16680119316507
-0.2689389302686038,105.52124645892351,12.197981728045326,58.31753983045828,176.3057069476957
-1.2891007055916077,103.69456066945607,12.223201847977684,61.593389720004886,178.80025294303024
16.280434274767345,101.0,12.470344545454546,101.76263357678187,198.9525438474691
14.171684733239204,101.8967971530249,12.90897790035587,94.31939900073706,194.95348932087865
,,,,
21.90155099358961,147.93860561914673,28.668250832466185,25.67385578917291,180.3791612471962
37.85613048489944,145.6735112936345,30.970387497433265,40.352679470508,179.14044777667635
33.091468182555786,141.32,32.780125795,33.65075099526777,174.65940860771198
36.87602082743004,138.4257425742574,35.044647690594054,45.045608381127735,181.63997781854917
39.73064085674923,130.6969696969697,38.394002565656564,54.581693696207736,183.94202510208476
44.60705708627901,138.71428571428572,41.45411317602041,43.93504141477489,179.49638321880198
38.88932556271928,136.28,39.6373570225,46.834428665865104,183.8624601256458
32.89148442151739,134.6,38.6496831325,41.98947875339659,182.3476774643792
37.30675196070993,137.96,37.66200924249999,41.40927886619469,179.72453614798474
44.36236305396662,132.92,36.674335352499995,58.329704604663824,183.56167690319717
33.67757446999758,145.47058823529412,34.986923002450986,34.779427548333175,181.5593643160807
36.0427161378862,134.6,33.52986879318181,49.64611054153056,181.73326319682616
20.11784424598352,139.85462555066078,33.54982368502202,31.46193797726416,184.74854296696347
34.26939594928646,138.9240506329114,33.143665900843885,39.112084567939974,176.9104051524088
46.7294457772513,143.9607843137255,33.06490057393791,47.67094114064931,177.96718025106142
46.25647495129655,144.6535433070866,32.80915945866141,46.80638385797216,178.01261167242362
41.486004582492086,140.69384359401,34.60064428244592,45.821939377968434,179.63042267193228
37.59631460611354,143.9064748201439,33.18330642885691,43.204456593915864,182.69792323680312
37.06921926126276,138.34831460674158,33.25413985353129,48.84433700785069,183.3775722068608
31.685842690195358,141.44444444444446,33.298711894122384,35.85858177105208,178.91589541942358
31.936439890440738,138.8066561014263,32.70946282686212,42.94483775123466,182.52451678908238
31.706365603052802,141.46909667194927,32.6479271018225,38.67299773016365,181.08365590088263
,,,,
19.478120005317038,95.29126213592232,23.011176941747575,95.41010726704712,194.2344263394
22.971241807646635,87.7652733118971,24.18016270096463,113.41828630006485,202.39248050527996
28.367849568020773,92.22388059701493,23.6704702238806,117.26003539299536,204.78653664587011
19.57409474974449,89.5179856115108,23.997653093525177,102.45595692966852,196.39750088496
33.328293233216016,74.12,34.995045499999996,137.45526405599514,213.24201632277914
22.554690410850696,85.72727272727273,27.752540303030298,105.97399641317938,196.89911903263172
21.354965511965844,96.05882352941177,25.571386941176467,92.10591727978934,192.38116223841175
12.938929708125954,96.64444444444445,24.385792059259256,77.86910822236156,185.9604150179393
23.955922645410737,92.47826086956522,22.51054515942029,109.46649698978464,200.49938037335943
21.440611755825017,84.70149253731343,21.797227880597013,118.6371648080043,203.69527347008975
23.508188119906066,107.0,19.537155999999996,92.32024022326986,195.3492081033638
6.57835932479793,78.2,18.651577692857142,89.01654680579125,179.28976517385047
-1.7929437728714674,93.76821192052981,16.471787509933776,69.17658798850103,181.20953119183608
16.72469588210592,94.43016759776536,16.5032049650838,86.49049790189811,180.69917458264135
27.016762608138066,90.86206896551724,13.788657561576354,136.99997380530377,214.6339377242593
